"IDLOCALIDAD","UNIDAD_DE_ANALISIS","IDPERIODO","IDEPOCA","IDEDADGEOLOGICA","IDEDAD_L/M","ISOTOPO","IDMAGNETOCRON","EDAD_MINIMA","MET_FECHADO_MNIMO","EDAD_MAXIMA","MET_FECHADO_MAXIMO"
407.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
408.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
409.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
410.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
411.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
412.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
413.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
414.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
415.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
416.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
417.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
418.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
419.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
422.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
423.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
424.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
425.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
426.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
429.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
430.00,"ND","QUAT","LRPL","ND","ND","ND","ND","ND","ND","ND","ND"
431.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
432.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
434.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
435.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
437.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
439.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
441.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
442.00,"ND","QUAT","ND","ND","ND","ND","ND","ND","ND","ND","ND"
443.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
447.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
448.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
449.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
450.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
451.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
452.00,"ND","QUAT","ND","ND","IRVI","ND","ND","ND","ND","ND","ND"
453.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
454.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
455.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
456.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
457.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
458.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
459.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
460.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
461.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
462.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
463.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
465.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
466.00,"ND","QUAT","HOLO","ND","ND","ND","ND","ND","ND","ND","ND"
466.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
467.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
468.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
469.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
470.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
471.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
472.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
473.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
474.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
476.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
477.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
478.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
479.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
480.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
482.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
483.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
484.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
487.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
488.00,"ND","QUAT","EPLE","ND","IRVI","ND","ND","ND","ND","ND","ND"
488.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
489.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
490.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
491.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
492.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
493.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
494.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
495.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
496.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
497.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
498.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
499.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
500.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
501.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
502.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
503.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
505.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
506.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
507.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
508.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
509.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
510.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
511.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
512.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
513.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
514.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
515.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
516.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
517.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
518.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
519.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
520.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
521.00,"Sitio CC-1","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
522.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
523.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
524.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
525.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
526.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
527.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
528.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
530.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
531.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
532.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
533.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
534.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
535.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
536.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
537.00,"Templo Olvidado","QUAT","HOLO","HOLO","ND","ND","ND","647 aos DC","glifos del templo","647 aos DC","glifos del templo"
539.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
540.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
541.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
542.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
545.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
546.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
549.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
550.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
552.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
553.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
554.00,"ND","QUAT","PLEI","ND","RANC","ND","ND","ND","ND","ND","ND"
556.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
557.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
558.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
559.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
560.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
561.00,"ND","QUAT","MPLE","ND","ND","ND","ND","ND","ND","ND","ND"
562.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
563.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
564.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
565.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
566.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
567.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
567.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
568.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
569.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
570.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
571.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
572.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
573.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
574.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
575.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
576.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
577.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
578.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
579.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
580.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
581.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
583.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
584.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
585.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
586.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
587.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
588.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
589.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
590.00,"ND","QUAT","HOLO","HOLO","ND","ND","ND","2000 aos","ND","ND","ND"
591.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
592.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
593.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
594.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
595.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
596.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
597.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
597.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
598.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
599.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
600.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
601.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
602.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
603.00,"ND","QUAT","HOLO","LHOL","ND","ND","ND","1300","ND","1450","ND"
604.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
605.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
606.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
607.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
609.00,"ND","QUAT","HOLO","HOLO","ND","ND","ND","ND","ND","ND","ND"
610.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
611.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
612.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
613.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
614.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
616.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
618.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
620.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
623.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
624.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
625.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
626.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
629.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
630.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
631.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
634.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
635.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
638.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
639.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
645.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
646.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
647.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
647.00,"ND","QUAT","LRPL","ND","ND","ND","ND","ND","ND","ND","ND"
648.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
650.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
651.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
653.00,"ND","QUAT","?PLE","ND","ND","ND","ND","ND","ND","ND","ND"
655.00,"ND","QUAT","?PLE","ND","ND","ND","ND","ND","ND","ND","ND"
656.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
657.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
658.00,"El Risco","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
658.00,"El Risco","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
659.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
659.00,"ND","QUAT","MPLE","ND","ND","ND","ND","ND","ND","ND","ND"
660.00,"ND","QUAT","?PLE","ND","ND","ND","ND","ND","ND","ND","ND"
661.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
664.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
665.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
666.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
669.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
672.00,"ND","QUAT","?PLE","ND","ND","ND","ND","ND","ND","ND","ND"
673.00,"ND","QUAT","?PLE","ND","ND","ND","ND","ND","ND","ND","ND"
674.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
676.00,"ND","?QUA","?PLE","ND","ND","ND","ND","ND","ND","ND","ND"
677.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
679.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
680.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
682.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
683.00,"ND","QUAT","?PLE","ND","ND","ND","ND","ND","ND","ND","ND"
686.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
687.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
688.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
690.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
692.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
693.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
693.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
694.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
695.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
695.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
696.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
697.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
697.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
698.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
699.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
700.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
701.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
704.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
705.00,"ND","QUAT","TMPL","ND","ND","ND","ND","ND","ND","ND","ND"
706.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
707.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
708.00,"ND","QUAT","?PLE","ND","ND","ND","ND","ND","ND","ND","ND"
709.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
711.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
713.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
714.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
716.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
717.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
719.00,"ND","QUAT","LRPL","ND","ND","ND","ND","ND","ND","ND","ND"
720.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
721.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
722.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
723.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
725.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
727.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
728.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
729.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
730.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
731.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
732.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
733.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
734.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
735.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
736.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
737.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
738.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
739.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
740.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
741.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
742.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
743.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
744.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
745.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
749.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
750.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
751.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
753.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
754.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
756.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
757.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
760.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
763.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
763.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
764.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
766.00,"estrato 3 de la seccin 18","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
766.00,"ND","ND","PLIO","ND","ND","ND","ND","ND","ND","ND","ND"
766.00,"ND","QUAT","HOLO","HOLO","ND","ND","ND","ND","ND","ND","ND"
766.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
766.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
770.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
771.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
775.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
775.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
782.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
783.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
784.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
785.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
786.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
787.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
789.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
795.00,"capas en contacto con terrenos de cultivo y una capa dura de caliza","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
796.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
797.00,"debajo de la capa superficial de suelo vegetal y sobre una capa de arenisca tierna, de color gris","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
797.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
798.00,"ND","QUAT","HOLO","EHOL","ND","ND","ND","ND","ND","ND","ND"
798.00,"ND","QUAT","HOLO","LHOL","ND","ND","ND","ND","ND","ND","ND"
798.00,"ND","QUAT","HOLO","MHOL","ND","ND","ND","ND","ND","ND","ND"
799.00,"ND","QUAT","HOLO","HOLO","ND","ND","ND","ND","ND","ND","ND"
800.00,"ND","QUAT","HOLO","LHOL","ND","ND","ND","ND","ND","ND","ND"
800.00,"ND","QUAT","HOLO","MHOL","ND","ND","ND","ND","ND","ND","ND"
801.00,"ND","QUAT","ND","WIHO","ND","ND","ND","ND","ND","ND","ND"
803.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
804.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
805.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
806.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
808.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
809.00,"ND","QUAT","LPLE","ND","RANC","ND","ND","ND","ND","ND","ND"
809.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
810.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
811.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
813.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
814.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
815.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
822.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
823.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
825.00,"ND","QUAT","HOPL","ND","ND","ND","ND","ND","ND","ND","ND"
827.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
