"IDFAUNA","IDLOCALIDAD","IDPUBLICACION","UNIDAD_DE_ANALISIS","DETERMINACION","IDESPECIEVALIDA","revisado","VALIDEZ","CONFIANZA","NMI","NUM_EJEMPLARES","CONTEXTO","MODIFICACION","suma_para_tabla_fauna"
8518,540.00,526.00,"tuba III edificio 23 sección este","Sylvilagus brasiliensis",916.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8519,540.00,526.00,"ND","Chiroptera",87.00,1,1,"S",2.00,4.00,"ND","ND",1.00
8520,540.00,526.00,"ND","Saccopteryx sp.",103.00,1,1,"S",1.00,3.00,"ND","ND",1.00
8521,540.00,526.00,"ND","Artibeus lituratus",122.00,1,1,"S",1.00,2.00,"ND","ND",1.00
8522,540.00,526.00,"ND","Sylvilagus cf. brasiliensis",916.00,1,1,"P",2.00,2.00,"ND","ND",1.00
8523,540.00,526.00,"ND","Muridae",719.00,1,1,"S",1.00,3.00,"ND","ND",1.00
8524,540.00,526.00,"ND","Oryzomys sp.",792.00,1,1,"S",1.00,1.00,"ND","ND",1.00
8525,540.00,526.00,"ND","Ototylomys phyllotis",797.00,1,1,"S",3.00,11.00,"ND","ND",1.00
8526,540.00,526.00,"ND","Sigmodon sp.",872.00,1,1,"S",3.00,10.00,"ND","ND",1.00
8527,540.00,526.00,"ND","Cuniculus paca",898.00,1,1,"S",1.00,3.00,"ND","ND",1.00
8528,540.00,526.00,"ND","Felis onca",338.00,1,1,"S",4.00,15.00,"ND","ND",1.00
8529,540.00,526.00,"ND","Felis concolor",340.00,1,1,"S",3.00,3.00,"ND","ND",1.00
8530,540.00,526.00,"ND","Mazama cf. americana",551.00,1,1,"P",3.00,3.00,"ND","ND",1.00
8531,541.00,527.00,"Cueva AB-3 K16I (9)","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8532,541.00,527.00,"Cueva AB-3 K17 IIIA (16)","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8533,541.00,527.00,"Cueva AB-3 K17 IA (19)","Antilocapra",563.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8534,541.00,527.00,"Cueva AB-3 K17 S/I  (1)","Antilocapra",563.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8535,541.00,527.00,"Cueva AB-3 K17 IIA/II B","Antilocapra",563.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8536,541.00,527.00,"Cueva AB-3 K17 IIA (9)","Antilocapra",563.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8537,541.00,527.00,"Cueva AB-3 K16 II (10)","Dicotyles tajacu",530.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8538,541.00,527.00,"Cueva AB-3 K17 IIIA (31)","Dicotyles tajacu",530.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8539,541.00,527.00,"Cueva AB-3 K17 IIIA (21)","Dicotyles tajacu",530.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8540,541.00,527.00,"Cueva AB-3 K17 IIIA (10)","Felis concolor",340.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8541,541.00,527.00,"Cueva AB-3 K16 IIC (6)","Felis concolor",340.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8542,541.00,527.00,"Cueva AB-3 K17 IIC (12)","Lepus",910.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8543,541.00,527.00,"Cueva AB-3 K17 IIIA (21)","Sigmodon",876.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8544,541.00,527.00,"Cueva AB-3 K17 IIIA (20)","Sigmodon",876.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8545,541.00,527.00,"Cueva AB-3 K17 IIIA (20)","Peromyscus",842.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8546,541.00,527.00,"Cueva AB-3 K17 IIIA (20)","Oryzomys (sic) fulvences",778.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8547,541.00,527.00,"Cueva AB-3 K17 IIIA (21)","Peromyscus",842.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8548,541.00,527.00,"Cueva AB-3 K17 IIIA (21)","Peromyscus",842.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8549,542.00,528.00,"montículo 1 cala III capa IV","Odocoeilus virginianus (sic)",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8550,542.00,528.00,"montículo 1 cala V capa I","Canis sp.",322.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8553,542.00,528.00,"montículo 1 cala V capa III","Canis sp.",322.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8554,542.00,528.00,"montículo 1 cala V capa IV","Canis sp.",322.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8555,542.00,528.00,"montículo 1 cala V capa VII","Canis sp.",322.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
8556,542.00,528.00,"montículo 1 cala V capa VII","Odocoeilus virginianus (sic)",558.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
8559,542.00,528.00,"montículo 1 cala VI capa III","Sylvilagus sp.",926.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8560,542.00,528.00,"montículo 1 cala VI capa III","Canis sp.",322.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8561,542.00,528.00,"montículo 1 cala VI capa III","Dicotyles tajacu",530.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8563,542.00,528.00,"montículo 1 cala VI capa IV","Heterogeomys sp.",662.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
8564,542.00,528.00,"montículo 1 cala VI capa IV","Canis sp.",322.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8565,542.00,528.00,"montículo 1 cala VI capa IV","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8566,542.00,528.00,"montículo 1 cala VI capa V","Sylvilagus sp.",926.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
8577,542.00,528.00,"exc. I palacio capa 2 9","Didelphis marsupialis",7.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8578,542.00,528.00,"Ba 1M cala I cd A escombro","Sylvilagus sp.",926.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8579,542.00,528.00,"exc. I W 81","Heterogeomys sp.",662.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
8580,542.00,528.00,"B16 - 4T3 cuadro D capa VI","Cuniculus paca",898.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8581,542.00,528.00,"B16 P2 186-191","Canis sp.",322.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8582,542.00,528.00,"B16 P3 133-150","Canis sp.",322.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8583,542.00,528.00,"exc. I palacio capa","Mazama cf. americana",551.00,1,1,"P",999999999.00,1.00,"ND","ND",1.00
8584,542.00,528.00,"B17 pozo 3 estrato 2","Odocoeilus virginianus (sic)",558.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
8585,542.00,528.00,"B16 P3 145-169","Odocoeilus virginianus (sic)",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8586,542.00,528.00,"B16 P4 107-104","Odocoeilus virginianus (sic)",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8587,542.00,528.00,"BA - 17 cala I cd. A escombro","Odocoeilus virginianus (sic)",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8588,542.00,528.00,"B16 P3 54-62","Odocoeilus virginianus (sic)",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8589,542.00,528.00,"B31 P3 capa III","Odocoeilus virginianus (sic)",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8590,545.00,529.00,"ND","Pampatherium mexicanum",25.90,1,1,"S",1.00,999999999.00,"ND","ND",1.00
8591,546.00,529.00,"ND","Pampatherium mexicanum",25.90,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8592,196.00,529.00,"ND","Pampatherium mexicanum",25.90,1,1,"S",1.00,999999999.00,"ND","ND",1.00
8593,12.00,529.00,"ND","Pampatherium mexicanum",25.90,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8594,12.00,529.00,"ND","Holmesina septentrionalis",24.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8595,23.00,529.00,"ND","Holmesina septentrionalis",24.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8596,243.00,530.00,"operación I","cerf",548.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8597,243.00,530.00,"operación III estr. F4-3","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","PE",1.00
8598,243.00,530.00,"operación III estr. F4-5","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","PE",1.00
8599,243.00,530.00,"operación III estr. F4-6","Felis concolor",340.00,1,1,"S",999999999.00,1.00,"ND","PE",1.00
8600,243.00,530.00,"operación III estr. F4-8,9","Odocoileus",557.00,1,1,"S",999999999.00,1.00,"ND","DS",1.00
8601,243.00,530.00,"operación IV lotes de material mezclado","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","PE",1.00
8602,328.00,531.00,"cuadro E-6 capa IIa número 170","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8603,328.00,531.00,"cuadro E-7 capa II número 133","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8604,328.00,531.00,"cuadro E-7 capa IIa número 153","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8605,328.00,531.00,"cuadro E-9 capa II número 27","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8606,328.00,531.00,"cuadro G9 capa IIa número 141","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8607,328.00,531.00,"cuadro I-8 capa II número 24","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8608,328.00,531.00,"cuadro I-8 capa II número 132","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8609,328.00,531.00,"cuadro K-7 capa IIa/IIa número 143b","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8610,328.00,531.00,"cuadro F-7 capa IIa número 145","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8611,328.00,531.00,"cuadro H-5 capa II/III número 120","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8612,328.00,531.00,"cuadro I-j capa 4-5 II/III número 119","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8613,328.00,531.00,"cuadro I-j capa 4-5 II/III número 118","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8614,328.00,531.00,"cuadro H-9/I-9 capa II número 24","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8615,328.00,531.00,"cuadro G-9 capa II número 19","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8616,328.00,531.00,"cuadro G-9 capa II número 18","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8617,328.00,531.00,"cuadro F-4 capa II número 121","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8618,328.00,531.00,"cuadro F capa II número 29","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8619,328.00,531.00,"cuadro E-9 capa II número 183","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8620,328.00,531.00,"cuadro E-9 capa II número 184","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8621,328.00,531.00,"cuadro A-6 capa II número 155","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8622,328.00,531.00,"cuadro E-7 capa II número 189","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8623,328.00,531.00,"cuadro I-J-9 capa II número 16 (refugio)","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8624,328.00,531.00,"cuadro D-9 capa II número 176","Mammuthus imperator",497.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8625,328.00,531.00,"cuadro H-8 capa II número 195","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8626,328.00,531.00,"cuadro I-8 capa II número 177","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8627,328.00,531.00,"cuadro F-7 capa IIa número 144","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8628,328.00,531.00,"cuadro E-6 capa II número 192","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8629,328.00,531.00,"cuadro E-7 capa IIa número 147","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8630,328.00,531.00,"cuadro E-7 capa IIa número 146","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8631,328.00,531.00,"cuadro E-7 capa IIa número 143","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8632,328.00,531.00,"cuadro E-6 capa II número 141","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8633,328.00,531.00,"cuadro E-6 capa II número 170","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8634,328.00,531.00,"cuadro E-8/9 capa IIa número 154","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8635,328.00,531.00,"cuadro K-7 capa 17a número 143b","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8636,328.00,531.00,"cuadro B-6 capa IIa número 172a","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8637,328.00,531.00,"cuadro G-7(?) capa II número 26","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8638,328.00,531.00,"cuadro E-7 capa IIa número 149","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8639,328.00,531.00,"cuadro F-7 capa IIa número 193","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8640,328.00,531.00,"cuadro E-8 capa II número 183","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8641,328.00,531.00,"cuadro E-6 capa IIa número 172a","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8642,328.00,531.00,"cuadro I-7 capa II número 189","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8643,328.00,531.00,"cuadro G-8 capa II número 126","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8644,328.00,531.00,"cuadro G-8 capa II número 127","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8645,328.00,531.00,"cuadro E-6 capa IIa número 172a","Mammuthus imperator",497.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
8646,328.00,531.00,"cuadro F-8 capa II número 137","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8647,328.00,531.00,"cuadro I-7 capa II número ?","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8648,328.00,531.00,"cuadro E-4 capa II número 117","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8650,328.00,531.00,"cuadro E-7 capa II número 130","Mammuthus imperator",497.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8651,328.00,531.00,"cuadro E-7 capa II número 189","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8652,328.00,531.00,"cuadro E-7 capa II número 186","Mammuthus imperator",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8653,328.00,531.00,"cuadro H-6 capa II número 113","Camelops cf. hesternus",538.00,1,1,"P",999999999.00,1.00,"ND","ND",1.00
8654,456.00,532.00,"A56 Elemento 8 L6 280-290","Sigmodon",872.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
8655,456.00,532.00,"A56 Elemento 8 L5 280-290","Sigmodon",872.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8656,456.00,532.00,"A56 Elemento 8 L5, L6, M5, M6 200-300","Oryzomys",792.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8657,456.00,532.00,"A56 Elemento 8 M6 325-340","Sylvilagus",926.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8658,456.00,532.00,"A56 Elemento 8 L6(e) 240-260","Sylvilagus",926.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8659,456.00,532.00,"A56 Elemento 8 L6 285-295","Peromyscus",842.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8660,456.00,532.00,"A56 Elemento 8 L6 285-295","Canis familiaris",318.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
8661,456.00,532.00,"A56 Elemento 8 L6 285-295","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8662,456.00,532.00,"A56 Elemento 8 L-5 L6 M5-M6 295-300","Peromyscus",842.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8663,456.00,532.00,"A56 Elemento 8 L-5 L6 M5-M6 295-300","Canis familiaris",318.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8664,456.00,532.00,"A56 Elemento 8 L7 345 fondo","Peromyscus",842.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8665,456.00,532.00,"A56 Elemento 8 L6 (E) 300-320","Peromyscus",842.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8666,456.00,532.00,"A56 Elemento 8 L7 325-340","Peromyscus",842.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
8667,456.00,532.00,"A56 Elemento 8 L7 325-340","Canis familiaris",318.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8668,456.00,532.00,"A56 Elemento 8 M5 345 fondo","Peromyscus",842.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
8669,456.00,532.00,"A56 Elemento 8 M5 345 fondo","Canis familiaris",318.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
8670,456.00,532.00,"A56 Elemento 8 K5 345 fondo","Peromyscus",842.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8671,456.00,532.00,"A56 Elemento 8 L5(E) 325-340","Peromyscus",842.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
8672,456.00,532.00,"A56 Elemento 8 M6 345- fondo","Peromyscus",842.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8673,456.00,532.00,"A56 Elemento 8 L5 (W) 325-340","Peromyscus",842.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8674,456.00,532.00,"A56 Elemento 8 M6 ent. 4","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8675,456.00,532.00,"A56 Elemento 8 M5 325-340","Canis familiaris",318.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8676,456.00,532.00,"A56 Elemento 8 L6 295-300","Canis familiaris",318.00,1,1,"S",999999999.00,6.00,"ND","ND",1.00
8677,456.00,532.00,"A56 Elemento 8 L6 325-340","Canis familiaris",318.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8678,456.00,532.00,"A56 Elemento 8 L5 325-340","Canis familiaris",318.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8679,456.00,532.00,"A56 Elemento 8 L5 325-340","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8680,456.00,532.00,"A56 Elemento 8 M7 325-340","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8681,456.00,532.00,"A56 Elemento 8 M6 325-340","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8682,456.00,532.00,"A56 Elemento 8 M6 325-340","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8683,456.00,532.00,"A56 Elemento 8 L6 305-320","Canis familiaris",318.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8684,456.00,532.00,"A56 Elemento 8 L6 305-320","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8685,456.00,532.00,"A56 Elemento 8 M5 270-280","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8686,456.00,532.00,"A56 Elemento 8 K5 325-340","Canis familiaris",318.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8687,456.00,532.00,"A56 Elemento 8 L6 305-325","Canis familiaris",318.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8688,456.00,532.00,"A56 Elemento 8 L6 305-325","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8689,456.00,532.00,"A56 Elemento 8 L5 325-340","Canis familiaris",318.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8690,456.00,532.00,"A56 Elemento 8 M5 305-325","Canis familiaris",318.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8691,456.00,532.00,"A56 Elemento 8 K5 300-325","Canis familiaris",318.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8692,456.00,532.00,"A56 Elemento 8 M6 capa 5","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8693,456.00,532.00,"A56 Elemento 8 L5-L6 200-300","Canis familiaris",318.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8694,456.00,532.00,"A56 Elemento 8 L6 200-300","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8695,456.00,532.00,"L5 200-300","Canis familiaris",318.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8696,456.00,532.00,"A56 Elemento 8 L5 200-300","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8697,456.00,532.00,"A56 Elemento 8 L6 280-290","Canis familiaris",318.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8698,456.00,532.00,"A56 Elemento 8 K25 325-340","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8699,456.00,532.00,"A56 Elemento 8 L6 270-280","Canis familiaris",318.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
8700,456.00,532.00,"A56 Elemento 8 M6 280-290","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8701,456.00,532.00,"A56 Elemento 8 L5 305-325","Canis familiaris",318.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8702,456.00,532.00,"A56 Elemento 8 L6 305-324","Canis familiaris",318.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8703,456.00,532.00,"A56 Elemento 8 L5-305-320","Canis familiaris",318.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
8704,456.00,532.00,"A56 Elemento 8 L6,L7 305-320","Canis familiaris",318.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8705,456.00,532.00,"A56 Elemento 8 K6 325-430","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8706,456.00,532.00,"A56 Elemento 8 M5 300-340","Canis familiaris",318.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
8707,456.00,532.00,"A56 Elemento 8 L5 295-300","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8708,456.00,532.00,"A56 Elemento 8 L6 256","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8709,456.00,532.00,"A56 Elemento 8 L6 312","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8710,456.00,532.00,"A56 Elemento 8 M6 240-260","Odocoileus virginianus",558.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8711,456.00,533.00,"A56 Elemento 8 M6 200-300","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8712,456.00,532.00,"A56 Elemento 8 L5 270-280","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8713,456.00,532.00,"A56 Elemento 19 P7 200-225","Peromyscus",842.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8714,456.00,532.00,"A56 Elemento 19 P7 200-225","Canis familiaris",318.00,1,1,"S",999999999.00,5.00,"ND","ND",1.00
8715,456.00,532.00,"A56 Elemento 19 P7 200-225","Odocoileus virginianus",558.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8716,456.00,532.00,"A56 Elemento 19 P7 200-225","Sylvilagus floridanus",920.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8717,456.00,532.00,"A56 Elemento 19 Q7 200-225","Peromyscus",842.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8718,456.00,532.00,"A56 Elemento 19 Q7 171-175","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8719,456.00,532.00,"A56 Elemento 19 Q7 171-175","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8720,456.00,532.00,"A56 Elemento 19 P7 Q7 P8 Q8 150-160","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8721,456.00,532.00,"A56 Elemento 19 P7 Q7 P8 Q8 100-125","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8722,456.00,532.00,"A56 Elemento 19 P7 Q7 P8 Q8 100-125","Dicotyles tajacu",530.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8723,456.00,532.00,"A56 Elemento 19 P8 225","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8724,456.00,532.00,"A56 Elemento 19 P8 225","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8725,456.00,532.00,"A56 Elemento 19 Q8 134","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8726,456.00,532.00,"A56 Elemento 19 Q7 175-200","Canis familiaris",318.00,1,1,"S",999999999.00,6.00,"ND","ND",1.00
8727,456.00,532.00,"A56 Elemento 19 Q7 175-200","Odocoileus virginianus",558.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8728,456.00,532.00,"A56 Elemento 19 P7 225 F","Canis familiaris",318.00,1,1,"S",999999999.00,14.00,"ND","ND",1.00
8729,456.00,532.00,"A56 Elemento 19 P8 200-225","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8730,456.00,532.00,"A56 Elemento 19 P8 200-225","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8731,456.00,532.00,"A56 Elemento 19 P7 175-200","Canis familiaris",318.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8732,456.00,532.00,"A56 Elemento 19 P8 130-165","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8733,456.00,532.00,"A56 Elemento 19 P8 130-165","Odocoileus virginianus",558.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
8734,456.00,532.00,"A56 Elemento 19 Q7 217","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
