"IDPUBLICACION","ORDEN_EN_CITA","IDAUTORPUB","APELLIDO_PATERNO","APELLIDO_MATERNO","NOMBRE","ABREVIADO"
691.00,2.00,339.00,"Malde","ND","Harold E.","ND"
691.00,3.00,340.00,"Irwin-","Williams","Cynthia","ND"
692.00,1.00,333.00,"Aveleyra","Arroyo de Anda","Luis","ND"
693.00,1.00,379.00,"Lorenzo","ND","José Luis","ND"
694.00,1.00,407.00,"Santamaría","ND","Diana","ND"
694.00,2.00,241.00,"Polaco","Ramos","Oscar J.","ND"
694.00,3.00,418.00,"García-","Barcena","Joaquín","ND"
695.00,1.00,93.00,"Falconer","ND","H.","ND"
696.00,1.00,342.00,"Thenius","ND","Erich","ND"
697.00,1.00,377.00,"Owen","ND","F. R. S.","ND"
698.00,1.00,78.00,"Cope","ND","Edward D.","ND"
699.00,1.00,380.00,"Mirambell","ND","Lorena","ND"
700.00,1.00,344.00,"Epstein","ND","Jeremiah F.","ND"
701.00,1.00,345.00,"Carlson","ND","John B.","ND"
702.00,1.00,324.00,"Graham","ND","Russell","ND"
703.00,1.00,346.00,"Nance","ND","C. Roger","ND"
704.00,1.00,389.00,"Guevara","Sánchez","Arturo","ND"
705.00,1.00,388.00,"Gasca","Durán","Abel","ND"
705.00,2.00,347.00,"Reyes","Cortés","Manuel","ND"
706.00,1.00,348.00,"Winans","ND","Melissa C.","ND"
707.00,1.00,349.00,"Irving","ND","William N.","ND"
708.00,1.00,183.00,"Van Devender","ND","Thomas R.","ND"
708.00,2.00,350.00,"Bradley","ND","George L.","ND"
709.00,1.00,353.00,"Freudenberg","ND","Wilhelm","ND"
710.00,1.00,354.00,"Carranza","Castañeda","Oscar","ND"
711.00,1.00,355.00,"Montellano","Ballesteros","Marisol","ND"
712.00,1.00,362.00,"Guenther","ND","Ekke W.","ND"
712.00,2.00,105.00,"Bunde","ND","H.","ND"
712.00,3.00,357.00,"Nobis","ND","G.","ND"
713.00,1.00,358.00,"Torres","Martínez","Juan Carlos","ND"
714.00,1.00,318.00,"Maldonado-","Koerdell","Manuel","ND"
714.00,2.00,333.00,"Aveleyra-","Arroyo de Anda","Luis","ND"
715.00,1.00,495.00,"Armenta","ND","J.","ND"
716.00,1.00,264.00,"Arroyo-","Cabrales","Joaquín","ND"
716.00,2.00,180.00,"Johnson","ND","Eileen","ND"
716.00,3.00,360.00,"Haas","ND","Herbert","ND"
716.00,4.00,38.00,"De los Ríos-","Paredes","Magdalena","ND"
716.00,5.00,299.00,"Ralph","ND","Ronald W.","ND"
716.00,6.00,361.00,"Hartwell","ND","William T.","ND"
717.00,1.00,226.00,"De Terra","ND","Hemult","ND"
718.00,1.00,380.00,"Mirambell","ND","Lorena","ND"
719.00,1.00,380.00,"Mirambell","ND","Lorena","ND"
720.00,1.00,226.00,"De Terra","ND","Hemult","ND"
721.00,1.00,318.00,"Maldonado-","Koerdell","Manuel","ND"
722.00,1.00,333.00,"Aveleyra","Arroyo de Anda","Luis","ND"
723.00,1.00,333.00,"Aveleyra","Arroyo de Anda","Luis","ND"
724.00,1.00,362.00,"Guenther","ND","Ekke W.","ND"
725.00,1.00,363.00,"Herre","ND","Wolf","ND"
725.00,2.00,364.00,"Kaup","ND","Lothar","ND"
726.00,1.00,365.00,"Freund","ND","Gisela","ND"
726.00,2.00,362.00,"Guenther","ND","Ekke W.","ND"
727.00,1.00,228.00,"Kurtén","ND","Björn","ND"
728.00,1.00,366.00,"Konieczna","Z.","Bárbara","ND"
729.00,1.00,100.00,"García","Cook","Angel","ND"
730.00,1.00,362.00,"Guenther","ND","E. W.","ND"
731.00,1.00,368.00,"Valádez","Valádez","Ricardo","ND"
732.00,1.00,369.00,"Schmidt","ND","Peter J.","ND"
733.00,1.00,373.00,"Hatt","ND","Robert T.","ND"
734.00,1.00,305.00,"Valadez","Azúa","Raúl","ND"
734.00,2.00,374.00,"Lazos","Ramírez","Luz","ND"
735.00,1.00,16.00,"Harris","ND","A. H.","ND"
736.00,1.00,226.00,"De Terra","ND","Hemult","ND"
737.00,1.00,372.00,"Cracraft","ND","Joel","ND"
738.00,1.00,373.00,"Hatt","ND","Robert T.","ND"
739.00,1.00,389.00,"Guevara","Sánchez","Arturo","ND"
740.00,1.00,375.00,"Bruggemann","Jürgen","Kurt","ND"
741.00,1.00,376.00,"González","Licón","Ernesto","ND"
742.00,1.00,396.00,"Goodlife","ND","Elizabeth","ND"
742.00,2.00,397.00,"Goodlife","ND","Michel","ND"
743.00,1.00,377.00,"Owen","ND","F. R. S.","ND"
744.00,1.00,280.00,"Valentín","Maldonado","Norma","ND"
745.00,1.00,379.00,"Lorenzo","ND","José Luis","ND"
745.00,2.00,380.00,"Mirambell","ND","Lorena","ND"
745.00,3.00,241.00,"Polaco","R.","Oscar J.","ND"
746.00,1.00,381.00,"Chacón","Guerrero","J. del Carmen","ND"
747.00,1.00,381.00,"Chacón","G.","Josefina del Carmen","ND"
748.00,1.00,383.00,"Martín","Arana","Raul","ND"
748.00,2.00,384.00,"Marquez","ND","Rafael","ND"
749.00,1.00,381.00,"Chacón","G.","Josefina del Carmen","ND"
750.00,1.00,385.00,"Avilez","ND","María Rosa","ND"
751.00,1.00,386.00,"Rodríguez","Lascano","Oscar","ND"
751.00,2.00,389.00,"Guevara","Sánchez","Arturo","ND"
752.00,1.00,387.00,"Garces","López","Santiago","ND"
753.00,1.00,388.00,"Gasca","Durán","Abel","ND"
753.00,2.00,389.00,"Guevara","Sánchez","Arturo","ND"
753.00,3.00,390.00,"Mora","Echeverría","Jesús I.","ND"
754.00,1.00,418.00,"García-","Barcena","Joaquín","ND"
755.00,1.00,385.00,"Avilez","Moreno","Ma. Rosa","ND"
756.00,1.00,407.00,"Santamaría","ND","Diana","ND"
756.00,2.00,241.00,"Polaco","Ramos","Oscar J.","ND"
756.00,3.00,418.00,"García-","Barcena","Joaquín","ND"
757.00,1.00,389.00,"Guevara","Sánchez","Arturo","ND"
758.00,1.00,392.00,"Ortuño","Cos","Francisco J.","ND"
758.00,2.00,393.00,"Moreno","Cabrera","Ma. de la Luz","ND"
759.00,1.00,241.00,"Polaco","R.","Oscar J.","ND"
759.00,2.00,234.00,"Alvarez","ND","Ticul","ND"
760.00,1.00,394.00,"López","González","Celia","ND"
761.00,1.00,395.00,"Xelhuantzi-","López","María Susana","ND"
762.00,1.00,389.00,"Guevara","Sánchez","Arturo","ND"
763.00,1.00,137.00,"Maldonado","C.","Rubén","ND"
763.00,2.00,402.00,"Pelz","M.","Ana María","ND"
764.00,1.00,385.00,"Avilez","ND","María Rosa","ND"
765.00,1.00,100.00,"García","Cook","A.","ND"
766.00,1.00,226.00,"De Terra","ND","Hemult","ND"
767.00,1.00,333.00,"Aveleyra","Arroyo de Anda","Luis","ND"
768.00,1.00,70.00,"Anónimo","ND","ND","ND"
769.00,1.00,403.00,"Taylor","ND","Walter W.","ND"
770.00,1.00,418.00,"García-","Barcena","Joaquín","ND"
770.00,2.00,407.00,"Santamaría","Estévez","Diana","ND"
771.00,1.00,389.00,"Guevara","Sánchez","Arturo","ND"
772.00,1.00,333.00,"Aveleyra","Arroyo de Anda","Luis","ND"
773.00,1.00,403.00,"Taylor","ND","Walter W.","ND"
774.00,1.00,380.00,"Mirambell","ND","Lorena","ND"
775.00,1.00,405.00,"Robinson","Fuentes","Hector Miguel","ND"
775.00,2.00,406.00,"Cardénas","Argudin","Samuel","ND"
776.00,1.00,407.00,"Santamaría","ND","Diana","ND"
776.00,2.00,241.00,"Polaco","ND","Oscar J.","ND"
777.00,1.00,379.00,"Lorenzo","ND","José Luis","ND"
777.00,2.00,380.00,"Mirambell","ND","Lorena","ND"
778.00,1.00,409.00,"Analco","Ramírez","Santiago","ND"
779.00,1.00,410.00,"Merino","Carrion","B. Leonor","ND"
779.00,2.00,100.00,"García","Cook","Angel","ND"
780.00,1.00,441.00,"Fowler","ND","Melvin L.","ND"
780.00,2.00,442.00,"MacNeish","ND","Richard S.","ND"
781.00,1.00,385.00,"Avilez","Moreno","Ma. Rosa","ND"
782.00,1.00,234.00,"Alvarez","Solórzano","Ticul","ND"
782.00,2.00,411.00,"Casamiquela","ND","Rodolfo","ND"
782.00,3.00,241.00,"Polaco","R.","Oscar J.","ND"
783.00,1.00,379.00,"Lorenzo","ND","José Luis","ND"
783.00,2.00,380.00,"Mirambell","ND","Lorena","ND"
784.00,1.00,148.00,"Mercer","ND","Henry C.","ND"
785.00,1.00,148.00,"Mercer","ND","Henry C.","ND"
786.00,1.00,148.00,"Mercer","ND","Henry C.","ND"
787.00,1.00,148.00,"Mercer","ND","Henry C.","ND"
788.00,1.00,148.00,"Mercer","ND","Henry C.","ND"
789.00,1.00,418.00,"García-","Barcena","Joaquín","ND"
789.00,2.00,385.00,"Avilez","ND","Rosa Ma.","ND"
789.00,3.00,415.00,"Frangipane","ND","Marcella","ND"
789.00,4.00,485.00,"González","ND","Leticia","ND"
789.00,5.00,218.00,"Manzanilla","ND","Linda","ND"
789.00,6.00,417.00,"Bate","ND","Felipe","ND"
790.00,1.00,418.00,"García-","Barcena","Joaquín","ND"
791.00,1.00,148.00,"Mercer","ND","Henry C.","ND"
792.00,1.00,419.00,"Chase","Coggins","Clemence","ND"
792.00,2.00,420.00,"Shane III","ND","Orrir C.","ND"
793.00,1.00,421.00,"Castillo","Cerón","Jesús Martín","ND"
793.00,2.00,422.00,"Cabral","Perdama","Miguel Angel","ND"
793.00,3.00,354.00,"Carranza","Castañeda","Oscar","ND"
794.00,1.00,423.00,"Blanco","ND","Alicia","ND"
794.00,2.00,424.00,"Carot","ND","Patricia","ND"
794.00,3.00,241.00,"Polaco","ND","O. J.","ND"
795.00,1.00,95.00,"Flannery","ND","Kent V.","ND"
796.00,1.00,425.00,"González","C.","Norberto","ND"
796.00,2.00,234.00,"Alvarez","ND","Ticul","ND"
797.00,1.00,426.00,"O'Neill","ND","Cristobal","ND"
797.00,2.00,427.00,"Esperanza","ND","José Luis","ND"
797.00,3.00,428.00,"Hurtado","ND","Honoria","ND"
797.00,4.00,292.00,"Medrano","ND","Angélica","ND"
798.00,1.00,423.00,"Blanco","ND","Alicia","ND"
798.00,2.00,430.00,"Berthelot-","Fauvet","Marie-France","ND"
798.00,3.00,241.00,"Polaco","ND","Oscar J.","ND"
799.00,1.00,483.00,"Córdoba","Barradas","Luis","ND"
800.00,1.00,431.00,"Gámez","Eternod","Lorena","ND"
800.00,2.00,432.00,"Garduño","Ambriz","Mauricio G.","ND"
801.00,1.00,446.00,"Muellerried","ND","Federico K. G.","ND"
802.00,1.00,318.00,"Maldonado-","Koerdell","M.","ND"
803.00,1.00,434.00,"Bárcena","ND","Mariano","ND"
803.00,2.00,226.00,"Del Castillo","ND","Antonio","ND"
804.00,1.00,434.00,"Bárcena","ND","Mariano","ND"
805.00,1.00,264.00,"Arroyo-","Cabrales","Joaquín","ND"
805.00,2.00,241.00,"Polaco","ND","Oscar J.","ND"
805.00,3.00,234.00,"Alvarez","ND","Ticul","ND"
805.00,4.00,180.00,"Johnson","ND","Eileen","ND"
806.00,1.00,379.00,"Lorenzo","ND","José Luis","ND"
806.00,2.00,380.00,"Mirambell","ND","Lorena","ND"
807.00,1.00,435.00,"Cuevas","García","Martha","ND"
807.00,2.00,436.00,"Ramos","De la Vega","Jorge","ND"
807.00,3.00,437.00,"Macias","G.","Angelina","ND"
808.00,1.00,389.00,"Guevara","Sánchez","Arturo","ND"
809.00,1.00,438.00,"Quiroz","Cardenas","Maria de Luordes","ND"
810.00,1.00,439.00,"Castellón","Huerta","Blas R.","ND"
810.00,2.00,440.00,"Velázquez","Corichi","Gilda","ND"
811.00,1.00,443.00,"Von Meyer","ND","Hermann","ND"
812.00,1.00,444.00,"Villada","ND","Manuel M.","ND"
813.00,1.00,444.00,"Villada","ND","Manuel M.","ND"
814.00,1.00,70.00,"Anónimo","ND","ND","ND"
815.00,1.00,445.00,"Bargalló","ND","Modesto","ND"
816.00,1.00,448.00,"Bryan","ND","Kirk","ND"
817.00,1.00,318.00,"Maldonado","Koerdell","Manuel","ND"
818.00,1.00,219.00,"Woodman","ND","N.","ND"
818.00,2.00,452.00,"Timm","ND","R. M.","ND"
819.00,1.00,450.00,"Wilson","ND","D. E.","ND"
819.00,2.00,451.00,"Reeder","ND","D. M.","ND"
820.00,1.00,145.00,"Koopman","ND","K. F.","ND"
821.00,1.00,455.00,"Menu","ND","H.","ND"
822.00,1.00,454.00,"Owen","ND","R. D.","ND"
823.00,1.00,434.00,"Bárcena","ND","Mariano","ND"
824.00,1.00,457.00,"Riva","Palacio","Enrique Jr.","ND"
825.00,1.00,458.00,"L.","ND","E.","ND"
826.00,1.00,458.00,"L.","ND","E.","ND"
827.00,1.00,459.00,"Berlandier","ND","L.","ND"
828.00,1.00,460.00,"Hernández-","Láscares","Delfino","ND"
829.00,1.00,318.00,"Maldonado-","Koerdell","Manuel","ND"
830.00,1.00,13.00,"Hall","ND","E. R.","ND"
830.00,2.00,462.00,"Kelson","ND","K. R.","ND"
831.00,1.00,463.00,"Downey","ND","J. S.","ND"
832.00,1.00,210.00,"White","ND","J. A.","ND"
833.00,1.00,465.00,"Diersing","ND","V. E.","ND"
834.00,1.00,466.00,"Ramírez-","Pulido","José","ND"
834.00,2.00,467.00,"Castro-","Campillo","Alondra","ND"
834.00,3.00,264.00,"Arroyo-","Cabrales","Joaquín","ND"
834.00,4.00,468.00,"Cervantes","ND","Fernando A.","ND"
835.00,1.00,469.00,"Comas","ND","Juan","ND"
836.00,1.00,446.00,"Müllerried","ND","Federico K. G.","ND"
837.00,1.00,472.00,"Herrera","ND","A. L.","ND"
838.00,1.00,226.00,"De Terra","ND","Hemult","ND"
839.00,1.00,471.00,"Corona","Nuñez","José","ND"
840.00,1.00,333.00,"Aveleyra","Arroyo de Anda","Luis","ND"
841.00,1.00,472.00,"Herrera","ND","A. L.","ND"
842.00,1.00,472.00,"Herrera","ND","Alphonse L.","ND"
843.00,1.00,446.00,"Mullerried","ND","F. K. G.","ND"
844.00,1.00,333.00,"Aveleyra","Arroyo de Anda","Luis","ND"
845.00,1.00,333.00,"Aveleyra","Arroyo de Anda","Luis","ND"
846.00,1.00,333.00,"Aveleyra","Arroyo de Anda","Luis","ND"
847.00,1.00,333.00,"Aveleyra","Arroyo de Anda","Luis","ND"
848.00,1.00,475.00,"Martínez","Del Río","Pablo","ND"
849.00,1.00,475.00,"Martínez","Del Río","Pablo","ND"
850.00,1.00,476.00,"Romano","ND","Arturo","ND"
851.00,1.00,487.00,"Serra","Puche","Mari Carmen","ND"
852.00,1.00,487.00,"Serra","Puche","Mari Carmen","ND"
852.00,2.00,477.00,"Sugiura","Yamamoto","Yoko","ND"
853.00,1.00,379.00,"Lorenzo","ND","José Luis","ND"
854.00,1.00,475.00,"Martínez","Del Río","Pablo","ND"
855.00,1.00,478.00,"Rodríguez","Huerta","Manuel","ND"
855.00,2.00,479.00,"Guzmán","Gutierrez","Rubén","ND"
856.00,1.00,480.00,"Huicochea","Gómez","Laura","ND"
856.00,2.00,481.00,"González","Sobrino","Blanca Z.","ND"
856.00,3.00,482.00,"Vargas","Sanders","Rocio","ND"
857.00,1.00,483.00,"Córdoba","Barradas","Luis","ND"
858.00,1.00,483.00,"Córdoba","Barradas","Luis","ND"
859.00,1.00,385.00,"Avilez","Moreno","Ma. Rosa","ND"
859.00,2.00,485.00,"González","Arratia","Leticia","ND"
860.00,1.00,442.00,"MacNeish","ND","Richard","ND"
861.00,1.00,333.00,"Aveleyra","Arroyo de Anda","Luis","ND"
862.00,1.00,333.00,"Aveleyra","Arroyo de Anda","Luis","ND"
863.00,1.00,487.00,"Serra","Puche","Mari Carmen","ND"
863.00,2.00,305.00,"Valadez","Azúa","Raúl","ND"
864.00,1.00,488.00,"Guerrero","Romero","José Manuel","ND"
864.00,2.00,489.00,"Parra","Martínez","Carlos Noe","ND"
865.00,1.00,305.00,"Valadez","Azua","Raul","ND"
866.00,1.00,491.00,"Stains","ND","H. J.","ND"
867.00,1.00,195.00,"Haynes","ND","C. Vance, Jr.","ND"
867.00,2.00,496.00,"Grey","ND","Donald C","ND"
867.00,3.00,497.00,"Long","ND","Austin","ND"
868.00,1.00,498.00,"Weber","ND","ND","ND"
869.00,1.00,499.00,"Marcou","ND","J.","ND"
870.00,1.00,500.00,"Roemer","ND","Ferd","ND"
871.00,1.00,109.00,"Hähnel","ND","Walter","ND"
872.00,1.00,177.00,"Simpson","ND","G. G.","ND"
873.00,1.00,228.00,"Kurtén","ND","B.","ND"
874.00,1.00,13.00,"Hall","ND","E. Raymond","ND"
875.00,1.00,264.00,"Arroyo-","Cabrales","Joaquín","ND"
875.00,2.00,180.00,"Johnson","ND","Eileen","ND"
876.00,1.00,501.00,"Lucas","ND","Spencer G.","ND"
876.00,2.00,502.00,"González-","León","Carlos Manuel","ND"
